message_length,word_count,num_digits,num_uppercase,has_free,has_call,has_win,has_prize,has_txt,has_urgent,has_url,has_phone,exclamation_count,question_count,label
175,29,13,24,1,1,0,0,0,0,0,0,0,0,1
29,6,0,2,0,1,0,0,0,0,0,0,0,0,0
29,8,0,1,0,0,0,0,0,0,0,0,0,0,0
148,26,0,4,0,0,0,0,0,0,0,0,1,1,0
83,16,0,1,0,0,0,0,0,0,0,0,0,1,0
37,8,0,1,0,0,0,0,0,0,0,0,0,1,0
44,11,2,2,0,0,0,0,0,0,0,0,0,0,0
45,8,0,2,0,0,0,0,0,0,0,0,0,0,0
161,27,24,19,0,1,0,1,0,0,0,1,1,0,1
50,9,0,1,0,0,0,0,0,0,0,0,0,1,0
298,50,1,4,0,0,0,0,0,0,0,0,0,0,0
159,27,13,14,0,0,0,0,1,0,0,1,0,2,1
125,26,2,6,0,0,0,0,0,0,0,0,0,0,0
51,11,0,2,0,0,0,0,0,0,0,0,0,0,0
28,5,0,1,0,0,0,0,0,0,0,0,0,0,0
34,4,0,1,0,0,0,0,0,0,0,0,0,3,0
46,10,1,2,0,0,0,0,0,0,0,0,0,1,0
81,15,0,2,0,0,0,0,0,0,0,0,0,1,0
28,7,0,1,0,0,0,0,0,0,0,0,0,0,0
90,17,0,1,0,0,0,0,0,0,0,0,0,1,0
18,3,0,1,0,0,0,0,0,0,0,0,0,0,0
54,11,0,2,0,0,0,0,0,0,0,0,1,0,0
55,9,0,1,0,0,1,0,0,0,0,0,0,0,0
45,11,1,1,0,0,1,0,0,0,0,0,0,0,0
146,23,14,23,1,0,0,0,1,0,1,1,0,0,1
40,7,0,2,0,0,0,0,0,0,0,0,0,0,0
107,22,2,3,0,0,0,0,0,0,0,0,0,0,0
50,11,0,1,0,0,0,0,0,0,0,0,0,1,0
120,26,0,3,0,0,0,0,0,0,0,0,0,0,0
160,27,24,12,1,1,0,0,0,0,0,1,4,0,1
32,5,0,2,0,1,0,0,0,0,0,0,0,0,0
34,5,0,1,0,0,0,0,0,0,0,0,0,1,0
32,7,0,1,1,1,0,0,0,0,0,0,0,2,0
16,3,0,2,0,0,0,0,0,0,0,0,0,1,0
67,14,0,3,0,0,0,0,0,0,0,0,0,0,0
55,11,0,2,0,0,0,0,0,0,0,0,0,0,0
43,7,1,1,0,0,0,0,0,0,0,0,0,1,0
23,5,0,1,0,0,0,0,0,0,0,0,0,0,0
149,35,1,1,0,0,1,0,0,0,0,0,0,0,0
21,5,0,2,0,0,0,0,0,0,0,0,0,1,0
23,3,0,1,0,0,0,0,0,0,0,0,0,0,0
40,8,0,2,0,0,0,0,0,0,0,0,0,1,0
170,27,41,7,0,1,1,1,0,0,0,1,0,0,1
117,26,1,3,0,0,0,0,0,0,0,0,0,0,0
62,11,0,1,0,0,0,0,0,0,0,0,0,1,0
166,32,0,6,0,0,0,0,0,0,0,0,0,0,0
24,3,0,1,0,0,0,0,0,0,0,0,0,1,0
136,26,9,11,0,0,0,0,0,0,0,0,0,1,0
99,23,1,0,0,0,0,0,0,0,0,0,0,0,0
45,5,0,1,0,0,0,0,0,0,0,0,0,0,0
23,5,0,1,0,0,0,0,0,0,0,0,0,0,0
25,4,0,1,0,0,0,0,0,0,0,0,0,0,0
148,25,18,24,0,0,0,1,1,0,0,1,2,0,1
26,4,0,1,0,0,0,0,0,0,0,0,0,0,0
146,32,10,32,0,0,0,0,1,0,0,0,0,0,1
89,13,0,3,0,0,0,0,1,0,1,0,0,0,1
168,35,0,3,1,0,0,0,0,0,0,0,0,0,0
117,20,0,2,0,1,0,0,0,0,0,0,0,0,0
46,9,0,1,0,0,0,0,0,0,0,0,0,0,0
26,6,0,1,0,0,0,0,0,0,0,0,0,0,0
28,6,0,1,0,0,0,0,0,0,0,0,0,0,0
32,6,0,1,0,0,0,0,0,0,0,0,0,1,0
145,24,24,22,0,1,0,1,0,1,0,0,3,0,1
57,13,1,2,0,0,1,0,0,0,0,0,0,0,0
160,28,24,14,0,0,0,0,1,0,0,1,4,0,1
42,9,0,2,0,0,0,0,0,0,0,0,1,1,0
111,20,5,7,0,0,0,0,1,0,0,0,0,0,1
36,6,0,1,0,0,0,0,0,0,0,0,0,0,0
146,19,40,17,0,1,0,0,0,0,0,1,1,0,1
50,6,0,2,0,0,0,0,0,0,0,0,0,0,0
33,3,0,1,0,0,0,0,0,0,0,0,0,0,0
15,3,0,1,0,0,0,0,0,0,0,0,0,0,0
177,38,1,5,0,1,0,0,0,0,0,0,0,0,0
160,34,0,4,0,0,0,0,0,0,0,0,1,1,0
63,12,0,1,0,0,0,0,0,0,0,0,0,0,0
84,17,0,1,0,0,0,0,0,0,0,0,0,0,0
84,15,0,15,0,0,0,0,0,0,0,0,0,0,0
57,12,0,1,0,1,0,0,0,0,0,0,0,0,0
96,10,6,6,0,0,0,0,1,0,1,0,0,0,1
169,27,0,8,0,0,0,0,0,0,0,0,0,0,0
76,17,0,3,0,0,0,0,0,0,0,0,0,0,0
47,11,1,1,0,0,0,0,0,0,0,0,0,0,0
130,26,0,3,0,0,0,0,0,0,0,0,0,0,0
23,4,0,1,0,0,0,0,0,0,0,0,0,1,0
149,32,0,3,0,0,0,0,0,0,0,0,0,0,0
32,7,0,1,0,0,0,0,0,0,0,0,0,0,0
22,3,0,1,0,0,0,0,0,0,0,0,0,0,0
101,22,1,7,0,0,0,0,0,0,0,0,0,0,0
281,56,0,5,0,0,0,0,0,0,0,0,0,0,0
54,9,0,2,0,0,0,0,0,0,0,0,0,0,0
120,21,0,2,0,0,0,0,0,0,0,0,0,0,0
138,30,0,4,0,0,0,0,0,0,0,0,0,0,0
135,28,0,6,0,0,0,0,0,0,0,0,0,0,0
66,10,0,3,0,0,0,0,0,0,0,0,0,0,0
40,6,0,1,0,0,0,0,0,0,0,0,0,2,0
40,8,0,1,0,0,0,0,0,0,0,0,0,0,0
70,14,0,5,0,0,0,0,0,0,0,0,1,1,0
160,32,0,5,0,0,0,0,0,0,0,0,0,0,0
26,5,0,1,0,0,0,0,0,0,0,0,0,0,0
32,7,1,1,0,0,0,0,0,0,0,0,0,0,0
51,12,0,3,0,0,0,0,0,0,0,0,0,0,0
160,27,22,21,0,1,1,1,0,0,0,1,1,0,1
146,34,0,6,0,0,0,0,0,0,0,0,0,2,0
103,22,2,3,1,1,1,0,0,0,0,0,0,1,0
45,9,0,5,0,0,0,0,0,0,0,0,0,2,0
142,31,0,3,0,0,0,0,0,0,0,0,0,0,0
92,19,0,3,0,0,0,0,0,0,0,0,3,0,0
26,6,0,20,0,0,0,0,0,0,0,0,0,1,0
134,28,2,3,0,0,0,0,0,0,0,0,0,0,0
37,8,0,1,0,0,0,0,0,0,0,0,0,0,0
22,5,0,1,0,0,0,0,0,0,0,0,0,1,0
22,4,0,1,0,1,0,0,0,0,0,0,0,0,0
33,7,1,1,0,0,0,0,0,0,0,0,0,0,0
69,12,19,2,0,1,1,1,0,0,0,1,1,2,1
109,23,0,2,0,0,0,0,0,0,0,0,0,0,0
36,10,2,2,0,0,0,0,0,0,0,0,0,0,0
100,19,15,0,0,1,1,0,0,0,0,1,0,0,1
140,28,0,2,0,0,0,0,0,0,0,0,0,0,0
51,9,0,3,0,0,0,0,0,0,0,0,0,1,0
46,10,0,1,0,0,0,0,0,0,0,0,0,0,0
149,29,17,1,1,1,0,0,1,0,0,1,0,0,1
63,14,0,1,0,0,0,0,0,0,0,0,0,1,0
95,17,0,7,0,0,1,0,0,0,0,0,0,0,0
69,16,1,1,0,0,0,0,0,0,0,0,0,0,0
110,23,0,4,0,0,0,0,0,0,0,0,0,1,0
55,9,0,1,0,0,0,0,0,0,0,0,0,0,0
27,6,0,1,0,0,0,0,0,0,0,0,0,0,0
34,8,0,1,0,1,0,0,0,0,0,0,0,0,0
127,19,24,10,0,0,1,0,1,0,1,1,0,0,1
142,24,19,14,0,1,0,1,0,0,0,1,1,0,1
148,21,40,17,0,1,0,0,0,0,0,1,1,0,1
24,5,0,1,0,0,0,0,0,0,0,0,0,1,0
147,28,0,5,0,0,0,0,0,0,0,0,3,0,0
24,6,0,2,0,0,0,0,0,0,0,0,1,1,0
29,7,0,1,0,0,0,0,0,0,0,0,0,0,0
86,13,11,11,1,1,0,0,0,1,0,0,1,0,1
87,17,0,4,0,0,1,0,0,0,0,0,0,0,0
38,8,0,1,0,0,0,0,0,0,0,0,0,0,0
104,16,0,7,0,0,0,0,0,0,0,0,0,0,0
59,13,0,2,0,0,0,0,0,0,0,0,0,0,0
38,8,0,1,0,0,0,1,0,0,0,0,0,1,0
38,8,0,2,0,0,0,0,0,0,0,0,0,0,0
22,4,0,1,0,0,0,0,0,0,0,0,0,0,0
25,6,0,12,0,0,0,0,0,0,0,0,0,0,0
135,17,27,79,1,0,0,0,0,0,0,1,3,0,1
87,18,0,1,0,0,0,0,0,0,0,0,0,0,0
19,4,0,1,0,0,0,0,0,0,0,0,0,0,0
66,14,0,2,0,0,0,0,0,0,0,0,0,1,0
140,30,11,14,0,0,0,0,1,0,0,1,1,0,1
156,33,1,4,0,0,0,0,0,0,0,0,0,1,0
22,4,0,1,0,0,0,0,0,0,0,0,0,0,0
107,25,3,79,0,0,0,0,0,0,0,0,0,0,0
65,13,0,1,0,1,0,0,0,0,0,0,0,0,0
149,27,1,3,0,0,0,0,0,0,0,0,0,0,0
137,28,0,4,0,0,0,0,0,0,0,0,0,0,0
25,4,0,1,0,0,0,0,0,0,0,0,0,0,0
60,12,0,3,0,0,0,0,0,1,0,0,0,0,0
103,19,0,3,0,0,0,0,0,0,0,0,0,0,0
37,7,0,1,0,0,0,0,0,0,0,0,0,0,0
58,11,0,2,0,0,0,0,0,0,0,0,0,0,0
87,16,0,71,0,0,0,0,0,0,0,0,0,0,0
58,13,0,0,0,0,0,0,0,0,0,0,0,0,0
123,22,0,1,0,0,0,1,0,0,0,0,0,0,0
67,14,1,2,0,0,0,0,0,0,0,0,0,0,0
66,15,0,1,0,0,0,0,0,0,0,0,0,1,0
102,23,1,2,0,0,0,0,0,0,0,0,0,0,0
130,25,10,19,1,0,0,0,1,0,1,1,0,0,1
150,25,21,3,0,1,0,1,0,0,0,1,0,0,1
35,8,0,2,0,0,0,0,0,0,0,0,0,0,0
8,2,0,1,0,0,0,0,0,0,0,0,1,0,0
62,13,0,2,0,0,0,0,0,0,0,0,0,0,0
58,11,0,4,0,0,0,0,0,0,0,0,0,0,0
143,22,7,11,0,0,0,0,1,0,1,1,0,0,1
20,5,0,1,0,0,0,0,0,0,0,0,0,0,0
100,19,0,3,0,0,0,0,0,0,0,0,1,0,0
51,10,0,4,0,0,0,0,0,0,0,0,0,1,0
36,8,0,1,0,0,0,0,0,0,0,0,0,1,0
53,11,0,2,0,0,0,0,0,0,0,0,0,0,0
88,15,0,3,0,0,0,0,0,0,0,0,0,0,0
133,27,0,2,0,0,0,0,0,0,0,0,3,0,0
36,8,0,1,0,0,1,0,0,0,0,0,0,0,0
37,8,0,1,0,0,0,0,0,0,0,0,0,0,0
127,25,0,6,0,0,0,0,0,0,0,0,1,0,0
92,16,0,2,0,0,0,0,0,0,0,0,0,1,0
80,17,0,3,0,0,0,0,0,0,0,0,0,1,0
136,20,29,17,0,1,0,0,0,0,0,1,1,0,1
35,8,0,2,0,0,0,0,0,0,0,0,0,0,0
97,17,24,12,0,1,1,1,0,0,0,1,1,2,1
66,11,0,3,0,0,0,0,0,0,0,0,1,0,0
119,23,0,6,0,0,0,0,0,0,0,0,1,1,0
65,14,0,2,0,0,0,0,0,0,0,0,1,1,0
26,6,0,1,0,0,0,0,0,0,0,0,0,0,0
28,6,0,1,0,0,0,0,0,0,0,0,0,0,0
45,7,0,1,0,0,0,0,0,0,0,0,0,0,0
157,37,0,5,0,0,0,0,0,0,0,0,0,0,0
36,9,0,1,0,0,0,0,0,0,0,0,0,0,0
94,18,0,2,1,0,0,0,0,0,1,0,0,0,0
59,9,21,0,0,1,0,0,0,0,0,1,0,0,1
140,29,1,4,0,0,0,0,0,0,0,0,0,0,0
22,4,0,1,0,0,0,0,0,0,0,0,0,1,0
57,10,0,3,0,0,0,0,0,0,0,0,0,0,0
43,7,0,3,0,0,0,0,0,0,0,0,0,0,0
61,13,0,2,0,0,0,0,0,0,0,0,1,0,0
56,8,0,1,0,0,0,0,0,0,0,0,0,1,0
54,12,0,1,0,0,0,0,0,0,0,0,0,0,0
37,5,0,8,0,0,0,0,0,0,0,0,0,0,0
25,5,0,2,0,0,0,0,0,0,0,0,1,0,0
21,5,0,1,0,0,0,0,0,0,0,0,0,1,0
36,9,0,2,0,0,0,0,0,0,0,0,1,0,0
42,7,4,9,0,0,0,0,0,0,0,0,0,0,1
154,32,21,29,1,0,0,0,0,0,0,1,1,0,1
153,30,0,12,0,0,1,0,0,0,0,0,0,0,0
46,10,0,2,0,0,0,0,0,0,0,0,0,1,0
34,8,0,1,0,0,0,0,0,0,0,0,0,0,0
80,15,0,3,0,0,0,0,0,0,0,0,1,2,0
69,14,1,3,0,0,0,0,0,0,0,0,0,1,0
24,5,0,2,0,0,0,0,0,0,0,0,0,0,0
108,22,0,5,0,1,0,0,0,0,0,0,0,0,0
46,9,0,2,0,0,0,0,0,0,0,0,1,1,0
30,7,2,3,0,0,0,0,0,0,0,0,0,0,0
22,6,1,1,0,0,0,0,0,0,0,0,0,1,0
158,35,14,15,0,0,0,0,1,0,0,1,0,0,1
87,20,1,3,0,0,0,0,0,0,0,0,0,0,0
30,6,0,1,0,0,0,0,0,0,0,0,0,1,0
143,29,1,38,0,0,0,0,0,0,0,0,0,0,0
169,30,0,2,0,1,0,0,0,0,0,0,0,0,0
42,9,0,2,0,0,0,0,0,0,0,0,0,0,0
111,15,23,6,0,1,0,0,0,1,0,1,0,0,1
18,4,0,1,0,0,0,0,0,0,0,0,0,1,0
109,24,15,4,0,0,0,0,0,0,0,0,0,1,0
76,15,0,3,0,0,0,0,0,0,0,0,0,0,0
73,16,0,2,0,0,0,0,0,0,0,0,0,1,0
92,21,0,2,0,0,0,0,0,0,0,0,0,0,0
36,6,0,3,0,0,0,0,0,0,0,0,0,0,0
54,10,0,1,0,0,0,0,0,0,0,0,0,1,0
78,16,0,1,0,0,0,0,0,0,0,0,1,0,0
30,7,0,2,0,0,0,0,0,0,0,0,0,0,0
40,9,0,1,0,0,0,0,0,0,0,0,0,0,0
29,7,0,2,0,0,0,0,0,0,0,0,0,1,0
22,4,0,2,0,1,0,0,0,0,0,0,0,0,0
77,13,0,1,0,0,0,0,0,1,0,0,0,0,0
109,23,0,2,0,0,0,0,0,0,0,0,1,2,0
75,15,0,1,0,0,0,0,0,0,0,0,0,0,0
76,17,0,2,0,0,0,0,0,0,0,0,0,0,0
30,7,0,1,0,0,0,0,0,0,0,0,0,0,0
49,10,2,2,0,0,0,0,0,0,0,0,0,0,0
155,24,1,13,0,0,0,0,0,0,1,0,0,0,1
160,26,16,11,1,1,0,0,1,0,0,1,1,1,1
269,52,2,8,0,1,0,0,0,0,0,0,0,0,0
195,40,0,1,0,0,0,0,0,0,0,0,0,0,0
37,5,16,1,0,0,0,0,0,0,0,1,0,0,1
125,24,0,2,0,0,0,0,0,0,0,0,0,0,0
48,11,0,2,0,0,0,0,0,0,0,0,0,0,0
39,9,0,1,0,0,0,0,0,0,0,0,0,0,0
163,23,47,26,0,1,1,0,0,1,0,1,2,0,1
121,24,4,6,0,1,0,0,0,0,0,0,0,1,0
147,24,22,5,0,1,1,1,0,0,0,1,0,0,1
162,28,0,18,0,1,1,0,0,0,0,0,0,0,0
29,7,0,2,0,0,0,0,0,0,0,0,0,1,0
38,7,0,3,0,0,0,0,0,0,0,0,0,0,0
25,5,0,1,0,0,1,0,0,0,0,0,0,0,0
40,8,0,1,0,0,0,0,0,0,0,0,0,0,0
226,42,0,1,0,1,0,0,0,0,0,0,0,1,0
70,13,0,2,0,0,0,0,0,0,0,0,2,0,0
140,35,1,3,0,0,0,0,0,0,0,0,0,0,0
47,9,1,1,0,0,0,0,0,0,0,0,0,0,0
63,12,0,3,0,0,0,0,0,0,0,0,0,0,0
17,5,0,1,0,0,0,0,0,0,0,0,0,0,0
101,13,4,11,0,1,0,0,0,0,0,0,0,0,1
41,8,0,2,0,0,0,0,0,0,0,0,1,0,0
80,19,0,3,0,0,1,0,0,0,0,0,0,0,0
137,26,0,1,0,0,0,0,0,0,0,0,0,0,0
103,17,0,2,0,0,0,0,0,0,0,0,0,0,0
29,7,0,1,0,0,0,0,0,0,0,0,0,0,0
51,9,0,2,0,0,0,0,0,0,0,0,0,0,0
149,25,15,38,0,0,0,0,1,0,0,1,2,0,1
25,6,0,1,0,0,0,0,0,0,0,0,1,0,0
149,31,0,4,0,0,0,0,0,0,0,0,0,0,0
38,9,0,2,0,0,0,0,0,0,0,0,0,0,0
62,12,0,2,0,0,0,0,0,0,0,0,0,0,0
181,40,2,2,0,0,0,0,0,0,0,0,0,0,0
34,8,0,2,1,0,0,0,0,0,0,0,0,0,0
47,9,0,2,0,0,0,0,0,0,0,0,0,0,0
40,9,3,2,0,0,0,0,0,0,0,0,0,0,0
110,23,0,4,0,0,0,0,0,0,0,0,1,0,0
132,25,19,11,0,0,0,0,0,0,0,1,0,0,1
101,21,0,2,0,0,0,0,0,0,0,0,0,1,0
42,9,0,2,0,0,0,0,0,0,0,0,0,0,0
102,18,2,1,0,0,0,0,0,0,0,0,0,1,1
65,9,0,8,0,0,0,0,0,1,0,0,0,0,1
27,5,0,1,0,0,0,0,0,0,0,0,0,0,0
31,7,0,1,0,0,0,0,0,0,0,0,0,0,0
82,15,0,1,0,0,0,0,0,0,0,0,1,1,0
23,5,0,1,0,0,0,0,0,0,0,0,0,1,0
59,14,0,1,0,0,0,0,0,0,0,0,0,0,0
133,17,0,7,0,0,0,0,0,0,0,0,2,0,0
33,6,0,1,0,0,0,0,0,0,0,0,0,0,0
95,18,0,2,0,1,0,0,1,0,0,0,0,0,0
96,16,16,6,0,1,0,0,0,0,0,1,0,0,1
135,28,0,6,0,0,0,0,0,0,0,0,1,1,0
161,15,33,17,0,1,0,1,0,1,0,1,1,0,1
151,32,0,4,0,1,0,0,0,0,0,0,0,0,0
75,14,0,12,0,0,0,0,0,0,0,0,0,0,0
151,23,25,25,0,0,1,1,1,0,0,1,1,0,1
103,20,1,2,0,0,1,0,0,0,0,0,0,0,0
22,4,0,2,0,1,0,0,0,0,0,0,0,0,0
51,11,0,2,0,0,0,0,0,0,0,0,0,0,0
137,24,0,5,0,0,0,0,0,0,0,0,1,0,0
58,10,0,1,0,0,0,0,0,0,0,0,1,0,0
89,18,1,5,0,0,0,0,0,0,0,0,2,1,0
81,18,0,0,0,0,0,0,0,0,0,0,0,0,0
57,11,0,2,0,0,0,0,0,0,0,0,0,0,0
26,3,0,1,0,0,0,0,0,0,0,0,0,0,0
32,6,0,1,0,0,0,0,0,0,0,0,0,0,0
145,29,0,1,0,0,0,0,0,0,0,0,0,0,0
122,27,0,3,0,0,0,0,0,0,0,0,1,0,0
143,27,0,5,0,0,0,0,1,0,0,0,0,0,0
23,5,0,1,0,0,0,0,0,0,0,0,0,0,0
136,26,9,11,0,0,0,0,0,0,0,0,0,1,0
94,22,2,5,0,0,0,0,0,0,0,0,0,1,0
8,1,0,1,0,0,0,0,0,0,0,0,0,1,0
99,15,11,18,1,1,0,0,0,1,0,0,1,0,1
65,12,1,2,0,0,0,0,0,0,0,0,0,0,0
71,14,0,1,0,0,0,0,0,0,0,0,0,0,0
117,24,0,4,0,0,0,0,0,0,0,0,0,0,0
129,23,3,12,0,0,0,0,1,0,0,0,0,1,1
158,26,30,16,1,1,0,0,1,0,0,1,0,0,1
28,7,0,1,0,0,0,0,0,0,0,0,0,0,0
150,29,0,4,0,0,0,0,0,0,0,0,0,0,0
31,8,1,1,0,0,0,0,0,0,0,0,0,0,0
72,12,0,49,0,0,0,0,0,0,0,0,9,2,0
70,14,0,5,0,0,0,0,0,0,0,0,2,0,0
94,16,0,2,0,0,0,0,0,0,0,0,0,1,0
48,8,0,0,0,0,0,0,0,0,0,0,0,0,0
160,27,13,22,1,1,0,0,0,0,0,0,0,0,1
98,17,0,3,0,0,0,0,0,0,0,0,0,0,0
31,9,1,1,0,0,0,0,0,0,0,0,0,0,0
43,7,0,1,0,0,0,0,0,0,0,0,0,0,0
154,26,18,23,0,0,0,0,1,0,0,1,4,0,1
71,15,0,7,0,0,0,0,0,0,0,0,0,0,0
162,29,19,18,1,0,0,0,1,0,1,1,1,0,1
143,27,29,10,1,1,1,1,0,0,0,1,0,0,1
25,6,1,2,0,0,0,0,0,0,0,0,0,0,0
22,6,1,1,0,0,0,0,0,0,0,0,0,0,0
48,10,0,0,0,0,0,0,0,0,0,0,0,0,0
33,6,0,2,0,0,0,0,0,0,0,0,0,0,0
44,11,0,1,0,0,0,0,0,0,0,0,0,0,0
47,11,0,3,0,0,0,0,0,0,0,0,0,0,0
26,3,0,1,0,0,0,0,0,0,0,0,0,0,0
112,21,0,3,0,0,0,0,0,0,0,0,0,0,0
150,23,19,12,1,0,1,1,1,0,1,1,0,0,1
19,5,0,1,0,0,0,0,0,0,0,0,0,0,0
133,23,6,12,0,0,0,0,0,0,0,0,0,0,1
48,9,0,3,0,0,0,0,0,0,0,0,0,2,0
107,23,0,2,0,0,0,0,0,0,0,0,0,0,0
38,7,0,1,0,0,0,0,0,0,0,0,0,0,0
27,5,0,1,0,0,0,0,0,0,0,0,0,0,0
129,23,2,94,0,0,0,0,0,0,0,0,2,2,0
131,24,0,5,0,0,0,0,0,0,0,0,1,3,0
23,6,0,1,0,0,0,0,1,0,0,0,0,0,0
156,20,18,24,0,0,0,0,1,0,1,1,0,0,1
161,31,20,7,0,0,0,0,1,0,0,1,0,0,1
25,5,0,2,0,0,0,0,0,0,0,0,1,0,0
42,9,0,2,0,0,0,0,0,0,0,0,0,0,0
27,4,0,1,0,0,0,0,0,0,0,0,0,0,0
22,5,0,2,0,0,0,0,0,0,0,0,0,1,0
98,17,0,2,0,0,0,0,0,0,0,0,0,0,0
89,14,0,5,0,0,1,0,0,0,0,0,0,0,0
147,27,25,24,0,1,0,0,0,0,0,1,0,0,1
130,29,2,6,0,0,0,0,0,0,0,0,1,0,0
152,24,5,13,0,0,0,0,1,0,1,1,0,0,1
215,43,0,7,0,0,0,0,0,0,0,0,2,0,0
26,4,0,1,0,0,0,0,0,0,0,0,0,0,0
66,10,0,4,0,0,0,0,0,0,0,0,0,0,0
149,28,17,9,0,1,0,0,1,0,0,1,0,0,1
372,76,0,6,0,0,1,0,0,0,0,0,0,0,0
155,28,14,15,0,1,0,0,0,0,0,1,0,0,1
162,28,25,16,0,0,0,0,1,0,0,1,1,0,1
82,20,2,2,0,0,0,0,0,0,0,0,0,0,0
73,14,0,1,0,0,0,0,0,0,0,0,0,0,0
76,12,0,2,0,0,0,0,0,0,0,0,0,0,0
153,26,27,18,0,1,0,1,0,1,0,1,1,0,1
24,4,0,1,0,0,0,0,0,0,0,0,0,1,0
231,41,0,4,0,0,0,0,0,0,0,0,0,0,0
87,18,0,4,0,0,0,0,0,0,0,0,0,0,0
72,13,0,1,0,1,0,0,0,0,0,0,0,0,0
105,21,0,2,0,0,0,0,0,0,0,0,0,0,0
160,28,24,14,0,0,0,0,1,0,0,1,4,0,1
54,11,1,2,0,0,0,0,0,0,0,0,0,2,0
58,12,0,2,0,0,0,0,0,0,0,0,1,0,0
54,12,0,1,0,0,0,0,0,0,0,0,0,0,0
118,21,1,90,0,0,0,0,0,0,0,0,2,0,0
88,18,0,2,0,0,0,0,0,0,0,0,0,0,0
144,28,5,6,0,0,0,0,1,0,0,1,2,0,1
29,7,0,1,0,0,0,0,0,0,0,0,0,1,0
136,26,0,12,0,0,0,0,0,0,0,0,0,0,0
23,5,0,1,0,0,0,0,0,0,0,0,0,1,0
39,8,0,1,0,0,0,0,0,0,0,0,0,0,0
35,8,0,2,0,0,0,0,0,0,0,0,0,0,0
24,5,0,1,0,0,0,0,0,0,0,0,0,0,0
95,20,0,4,0,0,0,0,1,0,0,0,0,1,0
73,18,0,1,0,0,0,0,0,0,0,0,0,0,0
45,8,0,1,0,0,0,0,0,0,0,0,0,0,0
161,24,15,20,0,1,0,1,0,0,1,1,0,0,1
159,30,0,4,0,0,0,0,0,1,0,0,0,0,0
149,22,34,23,0,1,0,0,0,0,0,1,1,0,1
134,28,0,5,0,0,0,0,0,0,0,0,0,1,1
154,32,14,5,1,1,0,0,1,0,0,1,1,2,1
92,19,0,1,0,1,0,0,0,0,0,0,1,0,0
102,13,0,1,0,0,0,0,0,0,0,0,0,0,0
31,8,0,2,0,0,0,0,1,0,0,0,0,0,0
77,17,0,3,0,0,0,0,0,0,0,0,0,0,0
139,21,0,34,0,0,0,0,0,0,0,0,6,0,0
158,28,28,25,0,1,0,1,0,0,0,1,0,0,1
44,9,0,2,0,0,0,0,0,0,0,0,0,1,0
137,26,8,14,0,0,1,0,1,0,0,1,1,1,1
132,24,12,5,0,1,0,0,0,0,0,1,0,0,1
143,24,14,7,0,1,0,0,0,0,0,1,0,0,1
127,20,0,3,0,0,0,0,0,0,1,0,0,0,1
276,57,1,11,0,0,0,0,0,0,0,0,0,0,0
78,16,0,3,0,0,0,0,0,0,0,0,0,1,0
27,6,0,1,0,0,0,0,0,0,0,0,0,0,0
79,16,0,2,0,0,0,0,0,0,0,0,0,0,0
24,3,0,1,0,0,0,0,0,0,0,0,0,0,0
52,14,0,2,0,0,0,0,0,0,0,0,0,0,0
68,15,0,4,0,0,0,0,0,0,0,0,0,1,0
24,3,0,1,0,0,0,0,0,0,0,0,0,0,0
44,8,0,1,0,0,0,0,0,0,0,0,0,0,0
24,5,0,1,0,0,0,0,0,0,0,0,0,1,0
55,11,0,2,0,0,0,0,0,0,0,0,1,1,0
62,9,0,7,0,0,0,0,0,0,0,0,0,0,0
104,25,1,2,0,0,0,0,0,0,0,0,0,0,0
87,15,0,1,0,0,0,0,0,0,0,0,0,0,0
150,26,0,4,0,0,0,0,0,0,0,0,0,0,0
49,10,0,2,0,0,0,0,0,0,0,0,0,0,0
154,32,0,3,0,0,0,0,0,0,0,0,0,0,0
56,10,0,2,0,0,0,0,0,0,0,0,0,1,0
125,22,5,11,1,0,0,0,1,0,0,1,0,0,1
126,22,0,2,0,0,0,0,0,0,0,0,0,0,0
43,9,0,2,0,0,0,0,0,0,0,0,0,0,0
77,18,0,3,0,0,1,0,0,0,0,0,0,1,0
49,9,0,1,0,0,0,0,0,0,0,0,0,0,0
84,14,0,1,0,0,0,0,0,0,0,0,0,0,0
49,9,0,1,0,0,0,0,0,0,0,0,0,0,0
162,26,5,20,0,0,1,0,1,0,0,1,3,0,1
79,16,0,2,0,0,0,0,0,0,0,0,0,0,0
31,6,0,26,0,0,0,0,0,0,0,0,0,0,0
155,24,28,7,0,1,0,0,1,0,0,1,2,0,1
146,35,0,5,0,0,0,0,0,0,0,0,1,1,0
23,6,0,1,0,0,0,0,0,0,0,0,0,0,0
160,33,0,8,0,0,0,0,0,0,0,0,0,0,0
62,12,0,2,0,0,0,0,0,0,0,0,0,0,0
39,9,0,1,0,1,0,0,0,0,0,0,0,0,0
67,15,0,1,0,0,0,0,0,0,0,0,0,0,0
73,13,0,2,0,0,1,0,0,0,0,0,0,0,0
148,26,0,14,0,0,0,0,0,0,0,0,2,0,0
88,17,0,2,0,0,0,0,0,0,0,0,0,2,0
37,9,0,1,0,0,0,0,0,0,0,0,0,0,0
23,6,0,1,0,0,0,0,0,0,0,0,0,0,0
56,12,0,2,0,0,0,0,0,0,0,0,0,0,0
53,10,0,3,0,0,0,0,0,0,0,0,0,0,0
73,12,0,1,0,0,0,0,0,0,0,0,0,0,0
80,11,0,1,0,0,0,0,0,0,1,0,0,0,0
44,7,0,1,0,0,0,0,0,0,0,0,0,0,0
